Word,Frequency
sabog,1
kaayusan,1
nalikhang,1
larawan,1
taglay,1
itong,1
rikit,1
a,1
sining,1
!,1
hiyaw,1
waring,1
nakatuklas,1
mamahaling,1
hiyas,1
hiniram,2
batid,2
maibabalik,1
pa.,1
dekada,1
pagiging,1
kilala,2
mukha,1
nagbabalik,1
reputasyon,1
karatig-lugar,1
nariyan,2
dinayo,1
dalawang,1
bus,1
mag-aaral,1
matuto,1
pagsagip,1
pusakal,1
humiling,1
opisina,1
dalawampu't,1
magbigay-aliw,1
nabubugnot,1
naiinip,1
nilang,2
kawani,1
sumigla,1
empleyado,1
naglaro't,1
naglambing,1
sorpresang,1
nahilig,1
magaaral,1
cruz,1
daan,1
elementary,1
school,1
gawain,1
basahan,1
kuwento,1
aklatan,1
napabilis,1
paggaling,1
maysakit,1
santa,1
elena,1
municipal,1
hospital,1
ipaglaban,1
nars,1
nakakatulong,1
pasyente,1
maririnig,1
mahinahong,1
prrrrrrrrr,1
yakap,1
maraming,1
nagpapagaling,1
pinakamagandang,1
nangyari,1
makatagpo,1
batang,1
lumad,1
ugjab,2
mabangis,1
pareho,1
silang,3
palaboy,1
lansangan,1
kapwa,1
nawalan,1
kalupitan,1
dahas,1
ngayo,1
natagpuan,2
kakalingang,1
isa't,1
unti-unting,1
naglaho,1
bangis,1
bawat,1
haplos,1
kaniya,1
nag-usap,1
wari,1
bang,1
matagal,2
magkaibigan,1
ka,1
hinihintay,1
bulong,1
kay,1
tambakan,1
rin,1
tapunan,1
mang,1
naibalik,1
maligaya,1
ating,1
mahal,1
anong,1
kapalaran,1
dating,1
sinagip,1
ngayong,1
tagasagip,1
nangangailangan,1
